;depth;total_chla;DVchla;X19hex;fucox;perid;zeax;combined_station;day;month;year;long_sat;lat_sat;chla_sat;RRS412;RRS443;RRS490;RRS555;sst;Datasource;Cruise;Exp
66;147.0;0.1205754;0.05239314245;0.03710976564;0.0030562114539999996;0.0013550676000000002;0.01482076286;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
67;101.0;0.23063723;0.10510589089999998;0.06879796838999999;0.005636678185;0.0078122685079999995;0.04460268266;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
68;80.0;0.26119021000000003;0.1187001017;0.07219741505;0.007312347436;0.012392180570000001;0.060157642090000005;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
69;61.0;0.21125501;0.09126404135999999;0.060538901129999996;0.007699615856;0.012432461399999999;0.08201003872;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
70;40.0;0.18780083;0.07603702583000001;0.04974724715;0.008013087059;0.012693474809999999;;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
71;31.0;0.15150664;0.05947202292;0.04056528497;0.0074815528329999995;0.008184034087;;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
72;21.0;0.140233;0.05628826738;0.03749897344;0.00605751259;0.007240656258;;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
73;5.0;0.12834923999999998;0.05209656141;0.03470978048;0.005514758543999999;0.005206057791;;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.113989439;0.008265521999999999;0.0060146340000000005;0.0050408679999999996;0.0014052029999999998;23.27;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
74;199.0;0.011981010000000002;0.000643790391;0.007851378587;0.0;0.0;0.0;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
75;139.0;0.10938038;0.046801132520000004;0.03626891273;0.002660783855;0.0014415847259999998;0.01285753601;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
76;119.0;0.17851227;0.08547183866000001;0.05211680983;0.004100099417;0.003137413664;0.0286738716;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
77;100.0;0.2331322;0.1123483381;0.06329544781;0.005482775726;0.006591734215;0.04461958387;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
78;79.0;0.27511522000000005;;0.0720668084;0.007519834727;0.01185956919;0.07142433721000001;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
79;60.0;0.23053337999999998;0.1019327113;0.06374357586;0.007756594324;0.011626747140000001;0.07961972905;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
80;40.0;0.18070611;0.07191561496;0.05048598178;0.0074708972660000005;0.01129758954;;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
81;31.0;0.14938958;0.058489262199999996;0.044136957430000005;0.006565580707000001;0.008679406112;;combined_station_495;;10.0;2004.0;-136.8539986;-9.000003168;0.11369743199999999;0.008263498000000001;0.00599742;0.005022616;0.001371513;23.01;http://www.obs-vlfr.fr/proof/vt/op/ec/biosope/bio.htm;;Biosope
